"Q3642950","BostonBallet","1"
"Q3077491","TommyFleming1","1"
"Q6389687","ExploreSpaceKSC","1"
"Q6172223","JeanneZelasko","1"
"Q447001","MaitlandWard","1"
"Q4950282","phoebelouise","1"
"Q431506","stacey_kent","2"
"Q2378848","WNBL","1"
"Q6712734","mkasante","2"
"Q60658","newpartynippon","1"
"Q1335701","SailorJerry","2"
"Q235734","ibjade","1"
"Q4502323","WWEZeb","2"
"Q7142896","BrothersJRLFC","1"
"Q1273327","Haviland_Morris","1"
"Q241456","RealInariVachs","1"
"Q7105032","OrtisDeley","2"
"Q51169","JaneZhangLY","1"
"Q7488046","ShaneDorian808","1"
"Q260490","LindyBooth","2"
"Q5530225","GeisingerHealth","1"
"Q7817485","scharpling","2"
"Q3274136","EurasiaGroup","2"
"Q5126116","clarebalding1","1"
"Q7352302","RobinByrdNYC","1"
"Q7325663","rfidler","1"
"Q7432881","PennStateHonors","1"
"Q7561895","sonjabennett123","1"
"Q7815351","tomcoates","1"
"Q6164332","JasunMartz","1"
"Q3736070","tomparkerbowles","1"
"Q223193","robert_knepper","2"
"Q667264","cannondalePro","1"
"Q7600659","StarCinema","2"
"Q645032","Etixx_QuickStep","1"
"Q3585957","MMKOfficial","1"
"Q461623","LeahCairns","1"
"Q5086703","ChartShowTV","1"
"Q334610","IanCrockerSwims","1"
"Q2281640","sidrosenberg","1"
"Q4810444","atranaye","1"
"Q448068","MistressRoxyJ","1"
"Q3526063","Lottie2323","2"
"Q2713723","train","2"
"Q6326472","FM949sd","2"
"Q1985664","NickelodeonUK","2"
"Q7491505","trpcic","1"
"Q3139396","hollyrandall","1"
"Q437795","P_J_Sparxx","1"
"Q6751309","ManorCollege","1"
"Q7441433","SeanSchemmel","1"
"Q5314276","DuncanBrannan","1"
"Q1290484","pornicon","1"
"Q966353","FIA_WTCC","2"
"Q8045013","XSEEDGames","1"
"Q7621698","StrasburgRR","1"
"Q5372872","EmmaKennedy","2"
"Q3192863","KappaKappaPsi","1"
"Q13412374","billburr","2"
"Q5179058","coventrycc","2"
"Q236431","keeleyscorner","1"
"Q621818","rianjohnson","2"
"Q476215","oricon","2"
"Q5372426","EmilyUrbanDiva","2"
"Q442274","richard_Burgi","1"
"Q7352559","robinince","1"
"Q4834834","BBCLondonNews","1"
"Q1677650","jacob_tomuri","1"
"Q489428","official_DSP","2"
"Q3634230","K_K_Pal","2"
"Q2444251","janetwstorm","1"
"Q5248190","DebraBurlingame","1"
"Q2037643","blondfire","2"
"Q2459319","officialdonegal","2"
"Q2857708","whatsonANTV","2"
"Q5250525","DPerwani","1"
"Q2740414","TeamNINJAStudio","1"
"Q605857","sebroche","2"
"Q7759518","RawStory","1"
"Q7852064","Tulip_Joshi","1"
"Q7704818","TerryMoran","2"
"Q313384","JasonLezak","2"
"Q430526","evernote","2"
"Q6561818","DaveWillis2","1"
"Q4833713","buniquerecords","1"
"Q1062688","IndyLights","1"
"Q2564885","kids_station","1"
"Q5184987","Cricketnation","2"
"Q4596012","1PolicePlaza","1"
"Q643420","postcrossing","1"
"Q557805","rosolino_em","1"
"Q1191506","akemikanda","1"
"Q1156604","Bryanbrothers","2"
"Q5106031","ChrisBurke02","2"
"Q251178","alvaroparente","1"
"Q266121","kate_ziegler","1"
"Q7369236","rosschildress","1"
"Q4671486","acmedsci","1"
"Q7838376","Pro_Hunt58","2"
"Q7321807","rhysjlloyd","1"
"Q5222525","DarenGanga","1"
"Q4766860","AnnaBlundy","1"
"Q141818","ToroRossoSpy","2"
"Q57657","RailaOdinga","2"
"Q1092200","SkyHidaka","2"
"Q9182008","A_Shinjirooooo","2"
"Q4464497","nictrunfio","2"
"Q3550733","USAFL1997","1"
"Q7786366","bbcthisweek","2"
"Q356694","ctbto_alerts","1"
"Q822275","Lisa_Veronica","2"
"Q422310","Chris_Marquette","1"
"Q3525472","ashyp_5","1"
"Q3011889","ABdeVilliers17","2"
"Q166454","LilBoosie_","1"
"Q3297371","MYXphilippines","2"
"Q23829","TheOfficeBBC","1"
